"track_name","artist(s)_name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","major_key","danceability","valence","energy","acousticness","instrumentalness","liveness","speechiness","streams","streams_per_month"
"jealousy, jealousy","Olivia Rodrigo",1,2021,5,21,3257,0,10,0,70,0,0,164,0,70,71,58,24,0,7,13,665765558,55480463.1666667
"Monï¿½ï¿½y so","YEAT",1,2021,9,10,1473,0,2,0,12,0,10,138,1,69,35,57,12,0,10,9,263779030,21981585.8333333
"Demasiadas Mujeres","C. Tangana",1,2020,10,8,2226,0,36,2,11,0,14,126,0,67,37,46,13,0,10,39,339473453,28289454.4166667
"Something Just Like This","The Chainsmokers, Coldplay",2,2017,2,22,23375,21,336,188,2692,3,30,103,0,61,47,65,3,0,17,4,2204080728,183673394
"Closer","The Chainsmokers, Halsey",2,2016,5,31,28032,0,315,159,2179,0,44,95,1,75,64,52,41,0,11,3,2591224264,215935355.333333
"O.O","NMIXX",1,2022,2,22,290,0,9,66,10,0,0,200,0,39,28,77,4,0,6,29,135444283,11287023.5833333
"Somebody That I Used To Know","Gotye, Kimbra",2,2011,1,1,42798,0,217,136,6508,1,0,129,1,86,75,52,54,0,10,4,1457139296,121428274.666667
"Tom's Diner","AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,15,48,50,0,3,98,0,68,33,43,38,0,36,14,236872197,19739349.75
"First Class","Jack Harlow",1,2022,4,8,8737,0,163,32,137,15,12,107,1,91,32,56,3,0,11,10,694525298,57877108.1666667
"Plan A","Paulo Londra",1,2022,3,23,1105,0,32,0,19,0,0,174,1,58,56,83,5,0,7,4,240661097,20055091.4166667
"Fuera del mercado","Danny Ocean",1,2022,2,17,2499,21,68,24,43,1,0,92,1,45,27,67,32,0,13,14,421365166,35113763.8333333
"X ï¿½ï¿½LTIMA","Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,55,3,32,0,0,90,1,81,59,83,9,0,11,5,349746291,29145524.25
"When You're Gone","Shawn Mendes",1,2022,3,31,2092,0,75,11,44,0,14,147,1,60,58,69,2,0,58,4,255120451,21260037.5833333
"In My Head","Lil Tjay",1,2022,4,1,1185,0,21,0,31,0,0,143,1,68,41,55,16,0,10,12,190981339,15915111.5833333
"Wait a Minute!","Willow",1,2015,1,11,11985,0,79,80,250,3,10,101,0,76,63,71,3,0,10,3,924193303,77016108.5833333
"LOVE DIVE","IVE",1,2022,4,5,753,8,28,124,13,0,1,118,0,70,54,71,0,0,33,4,305771063,25480921.9166667
"Pantysito","Feid, Alejo, Robi",3,2022,3,18,2995,0,49,17,30,0,0,98,0,83,63,74,14,0,16,6,273005485,22750457.0833333
"Chance","Paulo Londra",1,2022,4,6,225,0,11,0,7,0,0,138,0,72,22,46,24,0,9,6,89566512,7463876
"Cool for the Summer","Demi Lovato",1,2015,1,1,9243,0,155,5,577,0,6,114,0,59,30,62,1,0,8,4,677389855,56449154.5833333
"psychofreak (feat. WILLOW)","Camila Cabello, Willow",2,2022,4,7,918,0,24,0,52,0,0,180,0,63,45,64,34,0,9,8,75476209,6289684.08333333
"Angel Baby","Troye Sivan",1,2021,9,9,1959,9,52,25,32,0,10,145,1,56,41,57,1,0,13,3,408843328,34070277.3333333
"Vampiro","Matuï¿½ï¿½, Wiu,",3,2022,1,30,540,4,26,3,39,0,0,115,0,78,63,64,1,0,7,4,187772591,15647715.9166667
"Si Quieren Frontear","De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,14,0,11,0,0,82,1,79,48,84,13,0,21,23,178512385,14876032.0833333
"Right On","Lil Baby",1,2022,4,8,1116,0,31,9,15,0,1,166,1,70,22,61,2,0,10,34,101780047,8481670.58333333
"Me Arrepentï¿","Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,12,2,4,0,0,92,1,86,91,79,29,0,60,16,118381354,9865112.83333333
"That's Hilarious","Charlie Puth",1,2022,4,8,686,2,11,6,12,0,15,108,1,71,55,44,74,0,11,6,146363130,12196927.5
"Soy El Unico","Yahritza Y Su Esencia",1,2022,3,25,226,0,5,0,4,0,1,84,0,71,63,45,45,0,11,3,126443991,10536999.25
"RUMBATï¿½","Daddy Yankee",1,2022,3,25,1264,0,20,4,52,0,1,95,0,69,90,91,6,0,35,4,157990698,13165891.5
"sentaDONA (Remix) s2","Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,32,0,49,0,0,135,0,93,77,45,25,0,13,27,176290831,14690902.5833333
"Falling","Harry Styles",1,2019,12,13,7556,0,124,24,254,0,8,110,1,57,6,27,84,0,9,3,1023187129,85265594.0833333
"Sigue","Ed Sheeran, J Balvin",2,1996,11,24,1370,0,46,8,60,0,0,88,1,89,59,64,5,0,19,7,106933107,8911092.25
"Fim de Semana no Rio","teto",1,2022,3,30,315,2,27,2,31,0,0,119,0,87,28,50,12,0,10,10,139193812,11599484.3333333
"MANIAC","Stray Kids",1,2022,3,18,651,0,6,188,20,0,0,120,1,58,71,80,15,0,7,41,212234990,17686249.1666667
"There's Nothing Holdin' Me Back","Shawn Mendes",1,2016,9,23,12382,0,229,57,1370,2,71,122,1,86,97,80,36,0,9,6,1714490998,142874249.833333
"IDGAF (with blackbear)","Blackbear, BoyWithUke",2,2022,3,18,625,0,10,2,13,0,1,98,1,78,83,75,41,0,27,8,197643795,16470316.25
"Golden","Harry Styles",1,2019,12,13,8429,1,85,24,200,0,2,140,0,45,25,84,21,0,13,6,807015863,67251321.9166667
"Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,203,1,8215,0,0,116,0,79,87,81,4,0,10,4,933815613,77817967.75
"Ain't Shit","Doja Cat",1,2021,6,25,3436,0,32,6,46,0,1,124,1,86,62,49,51,0,35,21,499710590,41642549.1666667
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixars Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,34,39,30,0,0,105,0,91,73,72,13,0,9,15,120847157,10070596.4166667
"Still Life","BIGBANG",1,2022,4,5,181,0,16,14,7,0,0,118,1,68,24,58,44,0,6,3,53909146,4492428.83333333
"Photograph","Ed Sheeran",1,2014,6,20,18778,3,228,105,2453,0,84,108,1,61,20,38,61,0,10,5,2236667932,186388994.333333
"Love Yourself","Justin Bieber",1,2015,11,9,22730,5,289,87,2430,0,36,100,1,61,53,38,84,0,28,44,2123309722,176942476.833333
"N95","Kendrick Lamar",1,2022,5,13,5542,0,52,16,65,0,206,140,0,81,39,66,38,0,12,14,301242089,25103507.4166667
"About Damn Time","Lizzo",1,2022,4,14,9021,0,242,49,272,21,24,109,0,84,72,74,10,0,34,7,723894473,60324539.4166667
"Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,38,13,32,0,0,101,0,78,40,74,36,0,17,27,237351106,19779258.8333333
"Despuï¿½ï¿½s de la P","Bad Bunny",1,2022,5,6,2229,0,27,44,24,0,5,78,1,56,61,90,36,0,18,31,461558540,38463211.6666667
"Un Ratito","Bad Bunny",1,2022,5,6,1112,6,7,30,13,1,1,93,0,79,22,55,31,0,12,5,417230415,34769201.25
"United In Grief","Kendrick Lamar",1,2022,5,13,2575,0,4,5,12,0,51,87,1,52,32,83,24,0,17,43,156898322,13074860.1666667
"Father Time (feat. Sampha)","Kendrick Lamar, Sampha",2,2022,5,13,3107,0,4,0,22,0,0,153,0,55,50,78,19,0,11,35,127309180,10609098.3333333
"Yo No Soy Celoso","Bad Bunny",1,2022,5,6,1179,0,7,21,11,0,0,142,1,87,93,59,28,0,17,5,313113297,26092774.75
"Rich Spirit","Kendrick Lamar",1,2022,5,13,3486,0,20,10,33,0,0,96,0,85,41,43,39,0,12,21,173702135,14475177.9166667
"Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch",2,2022,5,12,2942,0,42,28,43,0,0,125,1,50,39,78,4,0,11,33,271666301,22638858.4166667
"Me Fui de Vacaciones","Bad Bunny",1,2022,5,6,1443,0,9,11,22,1,0,85,1,71,43,65,23,0,9,5,305650299,25470858.25
"Silent Hill","Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,22,0,23,0,0,140,0,92,78,57,46,0,14,9,123216717,10268059.75
"La Corriente","Tony Dize, Bad Bunny",2,2022,5,6,1796,8,8,25,18,1,0,196,0,66,58,79,23,0,22,20,479655659,39971304.9166667
"Count Me Out","Kendrick Lamar",1,2022,5,13,2729,0,3,7,13,0,1,134,1,78,51,43,69,0,14,9,126191104,10515925.3333333
"Andrea","Buscabulla, Bad Bunny",2,2022,5,6,1195,0,8,30,13,1,1,103,0,80,45,62,76,0,10,38,344055883,28671323.5833333
"Dos Mil 16","Bad Bunny",1,2022,5,6,892,3,10,24,11,0,0,130,1,82,50,67,12,0,13,5,338422004,28201833.6666667
"We Cry Together","Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,4,1,6,0,0,108,1,65,52,69,31,0,8,36,68895644,5741303.66666667
"Savior","Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,9,0,8,0,0,123,1,61,66,71,53,0,32,46,86176890,7181407.5
"Un Coco","Bad Bunny",1,2022,5,6,1029,28,5,28,9,0,0,152,1,84,74,69,21,0,18,6,403231558,33602629.8333333
"Otro Atardecer","Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,10,30,13,0,33,108,1,78,55,60,59,0,7,4,319546754,26628896.1666667
"Worldwide Steppers","Kendrick Lamar",1,2022,5,13,1480,0,1,0,5,0,0,72,0,56,56,47,76,0,8,36,61739839,5144986.58333333
"Aguacero","Bad Bunny",1,2022,5,6,829,0,4,15,10,0,0,121,0,86,67,65,42,0,35,7,283359161,23613263.4166667
"Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,7,0,7,0,0,138,0,57,71,82,19,0,15,29,76831876,6402656.33333333
"Un Verano Sin Ti","Bad Bunny",1,2022,5,6,1004,1,8,12,9,0,0,188,0,50,41,50,69,0,12,6,283332261,23611021.75
"ULTRA SOLO","Polima WestCoast, Pailita",2,2022,2,14,1367,0,48,4,34,1,0,110,1,80,26,85,23,0,11,21,307752576,25646048
"Ensï¿½ame","Bad Bunny",1,2022,5,6,1112,3,7,25,12,0,0,105,1,81,77,79,19,0,47,8,279737940,23311495
"El Apagï¿½","Bad Bunny",1,2022,5,6,1209,0,9,7,14,0,1,118,1,63,60,70,5,0,9,31,212351890,17695990.8333333
"Callaita","Bad Bunny, Tainy",2,2019,5,31,9539,15,162,116,355,7,0,176,1,61,24,62,60,0,24,31,1304313953,108692829.416667
"Dua Lipa","Jack Harlow",1,2022,5,6,1992,0,35,0,3,0,0,158,1,83,41,65,0,10,11,8,150500965,12541747.0833333
"Agosto","Bad Bunny",1,2022,5,6,897,0,6,20,8,0,0,115,0,85,72,58,9,0,49,12,246127838,20510653.1666667
"House Of Memories","Panic! At The Disco",1,2016,1,15,2948,0,10,2,150,0,0,110,0,51,48,82,0,0,5,3,582863434,48571952.8333333
"Mr. Morale","Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,1,0,3,0,0,174,1,73,26,54,30,0,34,32,58687425,4890618.75
"That That (prod. & feat. SUGA of BTS)","PSY, Suga",2,2022,4,29,802,0,16,81,23,0,0,130,1,91,91,96,3,0,3,9,212109195,17675766.25
"In The Stars","Benson Boone",1,2022,4,29,2224,8,48,40,87,1,210,78,1,36,30,54,34,0,14,5,382199619,31849968.25
"Rich - Interlude","Kendrick Lamar",1,2022,5,13,1103,0,0,0,0,0,0,104,1,44,74,42,88,0,9,9,41210087,3434173.91666667
"SUPERMODEL","Mï¿½ï¿½ne",1,2022,5,13,2265,0,93,12,173,11,3,121,1,64,80,88,0,0,12,6,231657891,19304824.25
"Stefania (Kalush Orchestra)","KALUSH",1,2022,3,10,555,0,10,4,4,0,0,105,1,83,32,82,14,0,12,4,53729194,4477432.83333333
"Thousand Miles","The Kid Laroi",1,2022,4,22,2050,0,52,9,46,0,1,81,1,38,20,66,9,0,9,8,244741137,20395094.75
"Crown","Kendrick Lamar",1,2022,5,13,1493,0,2,0,10,0,0,170,0,37,14,24,80,0,11,4,42485571,3540464.25
"Auntie Diaries","Kendrick Lamar",1,2022,5,13,1545,0,1,0,4,0,0,78,1,43,60,38,76,1,48,38,37778188,3148182.33333333
"PUFFIN ON ZOOTIEZ","Future",1,2022,4,29,2350,0,28,42,23,0,0,125,1,88,28,66,6,0,13,31,254218729,21184894.0833333
"Mirror","Kendrick Lamar",1,2022,5,13,1929,0,2,0,4,0,0,92,0,66,29,65,23,0,8,7,53603447,4466953.91666667
"Beautiful Girl","Luciano",1,2022,4,22,710,4,16,11,18,0,0,140,0,84,61,42,31,0,9,9,160035717,13336309.75
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,19,0,7,0,0,96,1,61,32,90,25,0,10,9,164163229,13680269.0833333
"Savior - Interlude","Kendrick Lamar",1,2022,5,13,1194,0,0,0,3,0,0,118,0,66,83,43,84,0,19,19,37091576,3090964.66666667
"Pasoori","Shae Gill, Ali Sethi",2,2022,2,6,349,6,10,22,3,0,0,92,0,71,67,60,7,0,6,4,284249832,23687486
"Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,3,0,2,0,0,140,0,49,50,37,87,0,11,35,33381454,2781787.83333333
"TUS Lï¿½ï¿½GR","Sech, Mora",2,2022,4,1,1308,2,23,16,9,0,5,174,1,68,45,71,18,0,11,25,184622518,15385209.8333333
"Where Did You Go?","MNEK, Jax Jones",2,2022,1,26,4531,0,135,74,119,1,18,127,1,77,53,78,19,0,29,4,300983101,25081925.0833333
"I Tried to Tell Y'all","Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,15,3,3,0,0,96,1,71,37,52,62,0,11,36,121077868,10089822.3333333
"Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",2,2022,4,29,1351,0,26,1,17,0,0,150,0,82,82,66,13,0,11,6,106919680,8909973.33333333
"ZOOM","Jessi",1,2022,4,13,608,0,5,29,14,0,0,100,1,87,46,60,1,0,13,16,136996305,11416358.75
"SloMo","Chanel",1,2021,12,24,1211,0,31,0,19,0,2,105,0,73,59,81,13,0,9,6,65719930,5476660.83333333
"FEARLESS","LE SSERAFIM",1,2022,5,2,629,0,18,75,9,0,0,104,1,86,43,62,5,0,13,14,229497852,19124821
"10 Things I Hate About You","Leah Kate",1,2022,3,23,1301,0,23,1,15,0,0,154,1,54,45,79,1,0,17,5,185550869,15462572.4166667
"SPACE MAN","Sam Ryder",1,2022,2,22,1329,0,42,51,32,0,0,80,1,47,33,83,18,0,10,5,54682594,4556882.83333333
"With you","HA SUNG WOON, Jimin",2,2022,4,24,343,2,4,35,11,1,1,150,1,53,14,43,64,0,13,3,240580042,20048336.8333333
"Iris","The Goo Goo Dolls",1,1998,3,31,13101,9,137,5,582,0,0,156,0,32,49,72,0,0,9,4,1284942608,107078550.666667
"The Heart Part 5","Kendrick Lamar",1,2022,5,8,2939,0,29,0,30,0,0,98,0,76,79,81,18,0,6,34,71423324,5951943.66666667
"San Lucas","Kevin Kaarl",1,2019,11,7,407,1,5,0,5,0,0,92,1,58,27,36,86,0,9,3,244891912,20407659.3333333
"This Love (Taylors Ve","Taylor Swift",1,2022,5,6,1492,0,26,2,15,0,2,144,1,47,7,50,32,0,7,4,132171975,11014331.25
"Good Looking","Suki Waterhouse",1,2017,10,20,2264,0,11,6,25,0,1,150,1,37,27,56,8,0,13,3,184706613,15392217.75
"Flowers","Lauren Spencer Smith",1,2021,8,9,801,0,42,9,24,1,1,138,1,70,31,44,84,0,9,39,184826429,15402202.4166667
"Yet To Come","BTS",1,2022,6,10,829,0,32,110,26,0,0,172,1,56,68,89,4,0,33,19,302006641,25167220.0833333
"Run BTS","BTS",1,2022,6,10,736,0,5,132,17,0,3,77,1,72,70,82,2,0,4,17,330881149,27573429.0833333
"Music For a Sushi Restaurant","Harry Styles",1,2022,5,20,4449,1,80,11,66,0,1,107,1,72,36,72,26,6,11,4,334733572,27894464.3333333
"Matilda","Harry Styles",1,2022,5,20,3218,3,29,10,79,0,0,114,1,51,39,29,90,0,10,4,366214458,30517871.5
"For Youth","BTS",1,2022,6,10,327,0,5,40,12,0,0,117,1,63,29,51,43,0,25,4,114546317,9545526.41666667
"Daylight","Harry Styles",1,2022,5,20,2775,0,21,11,40,0,0,146,1,69,63,45,48,0,18,4,290833204,24236100.3333333
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",1,2022,5,6,4576,0,79,13,93,0,17,160,0,80,74,60,8,0,14,26,448500832,37375069.3333333
"Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,34,0,29,0,0,120,1,88,15,56,1,0,8,6,136676504,11389708.6666667
"Potion (with Dua Lipa & Young Thug)","Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,73,45,119,0,0,100,0,82,76,70,16,0,8,5,190625045,15885420.4166667
"Born Singer","BTS",1,2022,6,10,279,0,0,18,6,0,0,158,0,60,68,84,4,0,24,11,79095270,6591272.5
"Little Freak","Harry Styles",1,2022,5,20,2302,0,20,3,39,0,0,142,1,56,40,54,72,0,10,4,273194684,22766223.6666667
"La Llevo Al Cielo (Ft. ï¿½ï¿½engo F","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,36,1,31,0,1,170,0,80,77,85,11,0,17,14,333146475,27762206.25
"True Love","Kanye West, XXXTENTACION",2,2022,5,27,2129,0,23,1,44,1,0,84,0,71,39,86,2,0,51,25,194902696,16241891.3333333
"Satellite","Harry Styles",1,2022,5,20,3291,5,43,28,79,0,208,139,1,58,30,46,14,0,9,3,311482393,25956866.0833333
"Pass The Dutchie","Musical Youth",1,1982,1,1,5328,0,54,76,900,0,0,151,1,73,88,67,20,0,32,5,195918494,16326541.1666667
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,26,16,17,0,1,128,0,82,42,75,6,0,63,6,248511839,20709319.9166667
"Love Of My Life","Harry Styles",1,2022,5,20,1933,0,13,2,31,0,0,118,1,56,20,54,67,0,6,5,233671263,19472605.25
"Grapejuice","Harry Styles",1,2022,5,20,1986,0,7,1,15,0,0,183,1,65,88,72,36,14,20,3,199587884,16632323.6666667
"So Good","Halsey",1,2022,6,9,1057,0,51,14,19,0,0,83,0,63,29,62,4,0,18,4,91781263,7648438.58333333
"Belly Dancer","BYOR, Imanbek",2,2022,2,18,5115,13,109,38,301,1,33,122,1,85,42,80,6,0,17,14,383835984,31986332
"Keep Driving","Harry Styles",1,2022,5,20,2094,1,8,1,18,0,0,165,1,72,90,48,32,0,18,23,236060709,19671725.75
"Cinema","Harry Styles",1,2022,5,20,2171,0,18,1,28,0,0,106,0,83,90,64,35,5,9,4,189236868,15769739
"Die Young (feat. 347aidan)","Sleepy hallow, 347aidan",2,2022,5,25,896,0,19,0,15,0,0,77,1,81,68,58,83,0,11,34,160845341,13403778.4166667
"Only Love Can Hurt Like This","Paloma Faith",1,2014,1,1,5148,0,90,22,365,0,114,91,1,57,30,89,10,0,33,8,588955257,49079604.75
"Hold My Hand","Lady Gaga",1,2022,5,3,2528,0,63,8,270,2,105,148,1,51,21,63,5,0,41,3,238350348,19862529
"Daydreaming","Harry Styles",1,2022,5,20,1900,1,15,1,23,0,0,114,0,71,90,81,31,2,13,3,187703102,15641925.1666667
"Numb","Marshmello, Khalid",2,2022,6,10,3879,2,107,76,86,1,9,120,0,91,63,77,12,1,10,5,295307001,24608916.75
"Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk",2,2022,6,2,896,0,0,0,2,0,0,92,1,83,56,82,10,0,9,5,138334433,11527869.4166667
"Me and Your Mama","Childish Gambino",1,2016,11,10,8775,0,33,60,107,1,0,118,1,56,25,45,1,3,7,3,445590495,37132541.25
"Crazy What Love Can Do","David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,139,73,142,0,5,123,0,60,46,71,3,0,16,4,286739476,23894956.3333333
"SLOW DANCING IN THE DARK","Joji",1,2018,9,12,10211,0,38,79,65,0,1,89,1,52,28,48,54,1,19,3,1122364376,93530364.6666667
"Antes de Perderte","Duki",1,2022,6,2,584,8,12,1,8,0,1,110,0,81,61,93,49,0,12,11,157136970,13094747.5
"Boyfriends","Harry Styles",1,2022,5,20,1517,0,26,2,30,0,0,118,1,42,32,20,94,0,11,4,137070925,11422577.0833333
"295","Sidhu Moose Wala",1,2021,5,15,246,4,4,106,0,0,7,90,0,68,54,76,21,0,11,20,183273246,15272770.5
"Tak Ingin Usai","Keisya Levronka",1,2022,5,13,220,4,16,5,0,0,6,130,1,49,14,40,82,0,11,3,184807630,15400635.8333333
"En El Radio Un Cochinero","Victor Cibrian",1,2022,5,13,514,0,5,36,1,0,0,154,0,70,97,62,47,0,10,4,164856284,13738023.6666667
"Master of Puppets (Remastered)","Metallica",1,1986,3,3,6080,0,112,198,406,1,0,105,0,54,59,83,0,44,20,4,704171068,58680922.3333333
"BREAK MY SOUL","Beyoncï¿",1,2022,6,21,9724,0,222,61,259,14,2,115,0,70,87,88,4,0,26,8,354614964,29551247
"ULTRA SOLO REMIX","De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,37,2,38,2,0,110,1,91,59,82,8,0,6,8,279717388,23309782.3333333
"Massive","Drake",1,2022,6,17,5263,0,66,89,61,0,11,125,0,51,5,68,12,2,15,6,195628667,16302388.9166667
"Betty (Get Money)","Yung Gravy",1,2022,6,10,2402,0,45,2,26,0,1,102,1,73,62,75,0,0,34,8,221752937,18479411.4166667
"Ojos Marrones","Lasso",1,2022,2,6,795,11,26,18,15,1,4,120,0,81,72,65,4,0,14,4,263280370,21940030.8333333
"POP!","Nayeon",1,2022,6,24,571,0,19,21,14,0,2,97,1,80,36,86,4,0,3,5,213505179,17792098.25
"Layla","Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,18,124,24,1,0,140,0,44,41,92,0,0,44,7,130419412,10868284.3333333
"MORE","j-hope",1,2022,7,1,565,0,6,52,11,0,0,97,1,78,31,72,1,0,11,4,155795783,12982981.9166667
"Sweet Child O' Mine","Guns N' Roses",1,1987,1,1,41231,1,228,151,6720,3,99,125,1,45,67,90,9,11,10,5,1553497987,129458165.583333
"Last Last","Burna Boy",1,2022,5,12,4526,12,156,275,150,3,128,88,0,80,55,56,13,0,8,9,293466523,24455543.5833333
"SNAP","Rosa Linn",1,2022,3,19,1818,0,3,0,63,0,353,170,1,56,52,64,11,0,45,7,711366595,59280549.5833333
"Sticky","Drake",1,2022,6,17,2814,0,38,105,25,0,2,137,0,88,8,49,9,0,9,14,191448892,15954074.3333333
"Hot Shit (feat. Ye & Lil Durk)","Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,11,0,2,0,0,157,1,88,52,69,0,0,8,23,85924992,7160416
"Ai Preto","L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,28,0,54,0,0,130,1,95,83,57,54,0,10,25,176103902,14675325.1666667
"La Loto","Anitta, Tini, Becky G",3,2022,7,6,945,0,49,3,57,0,0,90,1,85,80,83,10,0,8,11,121189256,10099104.6666667
"die first","Nessa Barrett",1,2022,6,24,767,0,25,0,22,0,0,183,0,44,44,67,7,0,12,13,131746175,10978847.9166667
"Afraid To Feel","LF System",1,2022,5,2,5898,5,129,55,128,0,101,128,1,58,68,91,2,0,27,11,244790012,20399167.6666667
"Baile no Morro","Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,17,0,24,0,30,130,0,71,78,40,46,0,7,45,129314708,10776225.6666667
"cï¿½ï¿½mo dormi","Rels B",1,2022,8,4,1452,35,16,15,20,0,0,126,1,63,56,43,24,0,12,23,331511413,27625951.0833333
"Bad Decisions (with BTS & Snoop Dogg)","Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,53,2,33,0,0,120,1,77,94,87,2,0,23,12,219196651,18266387.5833333
"STAYING ALIVE (feat. Drake & Lil Baby)","Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,51,1,50,0,0,130,0,72,18,46,7,0,28,8,170732845,14227737.0833333
"Caile","Luar La L",1,2020,12,18,1494,2,17,12,15,0,0,122,1,70,46,76,30,0,9,45,273914335,22826194.5833333
"Si Te La Encuentras Por Ahï¿","Feid",1,2022,8,5,1379,4,23,10,18,0,0,172,0,74,46,58,15,0,13,8,179061440,14921786.6666667
"GIVENCHY","Duki",1,2022,7,20,625,4,13,18,12,0,0,103,1,61,38,62,14,0,23,40,185236961,15436413.4166667
"ALIEN SUPERSTAR","Beyoncï¿",1,2022,7,29,2688,0,39,47,36,0,0,122,0,55,46,64,0,0,17,10,171788484,14315707
"Mary On A Cross","Ghost",1,2019,9,13,2668,2,38,266,78,0,141,130,1,47,56,90,0,0,10,4,387080183,32256681.9166667
"Attention","NewJeans",1,2022,8,1,799,12,14,141,9,0,1,105,0,81,70,65,24,0,8,4,264717480,22059790
"THE SHADE","Rex Orange County",1,2022,3,11,1189,6,17,10,16,0,4,120,1,90,73,51,39,0,9,6,244928911,20410742.5833333
"Come Back Home - From ""Purple Hearts""","Sofia Carson",1,2022,7,12,367,0,28,67,195,0,0,145,1,56,43,53,24,0,12,4,97610446,8134203.83333333
"El Rescate","Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,10,43,3,1,0,99,0,79,64,59,28,0,11,14,287278853,23939904.4166667
"Heartless","Kanye West",1,2008,1,1,17504,34,63,39,1315,0,2,88,0,79,66,65,5,0,25,14,887906111,73992175.9166667
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,54,6,124,1,0,126,1,81,90,73,28,0,29,4,123473120,10289426.6666667
"Siempre Pendientes","Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,15,79,4,2,0,136,1,77,71,75,33,1,13,4,295152154,24596012.8333333
"JGL","Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,15,33,6,1,0,113,1,70,97,59,55,0,27,12,323455692,26954641
"Don't You Worry","David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,81,4,248,1,6,132,1,82,49,88,20,0,21,3,240918092,20076507.6666667
"Pipoco","Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,22,2,65,1,3,135,1,77,74,74,47,0,34,8,191873381,15989448.4166667
"Hold Me Closer","Elton John, Britney Spears",2,2017,11,10,4967,0,165,10,177,4,73,126,1,67,49,77,11,0,19,11,284216603,23684716.9166667
"Forget Me","Lewis Capaldi",1,2022,9,9,2520,4,93,95,84,9,202,102,0,67,72,74,30,0,36,4,239411309,19950942.4166667
"After LIKE","IVE",1,2022,8,22,767,12,20,129,11,0,12,125,1,68,80,92,10,0,9,12,265548837,22129069.75
"Bound 2","Kanye West",1,2013,1,1,19806,7,33,11,274,0,0,149,1,37,28,66,14,0,9,5,703301727,58608477.25
"B.O.T.A. (Baddest Of Them All) - Edit","Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,102,53,113,12,0,137,1,74,71,89,24,61,15,5,244585109,20382092.4166667
"Talk that Talk","TWICE",1,2022,8,26,615,0,14,77,15,1,2,120,0,77,78,91,14,0,33,12,189476119,15789676.5833333
