"TARGET_deathRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","Geography","AvgHouseholdSize","PercentMarried","PctNoHS18_24","PctHS18_24","PctSomeCol18_24","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctEmployed16_Over","PctUnemployed16_Over","PctPrivateCoverage","PctPrivateCoverageAlone","PctEmpPrivCoverage","PctPublicCoverage","PctPublicCoverageAlone","PctWhite","PctBlack","PctAsian","PctOtherRace","PctMarriedHouseholds","BirthRate"
178.7,70535,2016,9.8,0,"(61494.5, 125635]",43.9,44.9,42.6,"Eureka County, Nevada",2.17,64.7,48.1,19.2,32.7,0,35.8,14.2,64,4.7,76.4,63.3,52.6,18.6,2.6,95.80587178,0.119832235,0,1.437986818,56.06258149,2.412868633
191.5,67423,17019,10.7,0,"(61494.5, 125635]",35.3,34.9,35.4,"Humboldt County, Nevada",2.74,51.6,31.9,40.2,NA,4.7,37.4,8.8,64.5,7.8,69.4,59.2,53.9,20.6,11.6,87.06275268,0.451163063,0.31640007,4.371008379,51.35794438,5.517423442
127.4,45629,5036,15.1,0,"(45201, 48021.6]",37.4,37.3,38.1,"Lincoln County, Nevada",2.55,56.8,30.1,38.4,30.7,0.8,32.1,15.9,41,11.8,64.1,51.8,48.5,31.5,15.5,90.64304967,2.9264536,0.077011937,0.904890258,59.21402018,4.519774011
195.7,48576,52585,13.7,0,"(48021.6, 51046.4]",43.2,43.1,43.4,"Lyon County, Nevada",2.63,51.1,30.2,36.7,NA,0.2,30.2,11.1,48.6,13.6,61.1,44.5,38.6,37.5,19.1,85.73668622,0.936949494,1.306696092,5.42617651,51.96681008,4.62962963
254.3,40714,4478,19,0,"(40362.7, 42724.4]",48.7,48,49.2,"Mineral County, Nevada",0.0225,41.8,6.1,42.3,51.6,0,31.2,6.8,48.1,15.4,58.1,39.6,36.4,43.2,21.6,66.68856767,1.314060447,4.095488392,4.358300482,34.42211055,9.518477044
213.5,42881,42477,16.8,0,"(42724.4, 45201]",50.8,50.8,50.8,"Nye County, Nevada",0.0242,54.4,32.3,41.2,NA,3.3,35.6,9.2,39.7,13.4,53.1,34.6,30.2,48.2,25,85.66334311,2.564222874,1.431085044,5.158944282,52.18339358,6.302577113
121.8,52001,6634,18.5,0,"(51046.4, 54545.6]",41.3,39.5,44.1,"Pershing County, Nevada",2.29,44.8,38,28.9,NA,0,35.4,7.5,36.9,9.5,59.9,43.8,38.1,34.7,19.1,86.35822672,4.819994049,0.163641773,2.915798869,51.4162266,14.62113127
132.6,55291,3987,8.4,0,"(54545.6, 61494.5]",54.7,54,55.6,"Storey County, Nevada",2.2,53.5,16.9,43.5,NA,13.7,29.5,14.1,50.4,10.3,68.5,48,40.6,34.1,13.2,94.24790023,0.432680071,1.450750827,0.203614151,52.23542728,1.17820324
166,52862,446903,15.4,170.0592746,"(51046.4, 54545.6]",37.6,36.8,38.4,"Washoe County, Nevada",2.58,47,15.9,28.7,NA,7.8,24,18.2,59.6,9.1,65.4,NA,45.7,28.1,15.6,80.45763518,2.406331677,5.309883017,5.805723428,45.20183955,5.642578635
193.5,45639,54521,19.3,36.68311293,"(45201, 48021.6]",42.6,41.2,44.4,"Carson City, Nevada",2.43,45.1,17.4,33.7,NA,5.1,28.6,12.8,52.9,11.3,61.3,45.9,41.5,35.6,18.7,82.83653317,0.965456481,2.988142873,7.250100951,42.93785311,4.262413265
182.6,59831,60641,10,329.8098646,"(54545.6, 61494.5]",46.1,45.3,46.8,"Belknap County, New Hampshire",2.42,54.2,15.4,37.9,36.2,10.5,31.5,19.1,60.8,5.3,69.6,NA,48.6,33.9,16.8,96.38901306,0.543055349,1.066242819,0.322853027,53.36016587,4.824422651
168.8,57556,47285,10.7,0,"(54545.6, 61494.5]",50.3,49.3,51,"Carroll County, New Hampshire",2.22,59.4,14.8,44.4,37.5,3.4,31.4,20,56.6,5.8,70,47.9,40.2,36.4,13.4,97.39650201,0.359901501,0.599835834,0.027360933,54.68263699,7.381867511
162.8,56008,75909,11.8,13.17366847,"(54545.6, 61494.5]",42,41.4,42.5,"Cheshire County, New Hampshire",2.34,48.4,6.1,24.1,60.9,9,33.8,19.4,62.2,6.1,75,60.3,55,28.7,12.7,95.68755724,0.730079812,1.17493131,0.392516028,48.86415562,4.687933426
181.6,42491,31212,14.9,32.03895937,"(40362.7, 42724.4]",48.1,46.7,49.5,"Coos County, New Hampshire",2.13,51.5,13.2,43.9,NA,7.6,39.1,11.7,54.2,6.9,61.8,43.2,38.6,43.5,22.5,95.54753687,1.735174145,0.429871352,0.335738939,48.23214537,5.975049245
163.2,71233,406678,8.7,105.7347582,"(61494.5, 125635]",40.1,39.2,41.1,"Hillsborough County, New Hampshire",2.55,51.4,12.9,31.8,40.4,14.9,27.2,23,66.1,5.9,76.7,64.4,59,25.2,12.7,90.78351965,2.388531878,3.608418405,0.934223164,51.98701098,5.055576216
173.1,62429,147994,9.5,378.3937187,"(61494.5, 125635]",42.6,41.4,43.7,"Merrimack County, New Hampshire",2.49,51.5,10.9,29.9,49.9,9.3,28.4,21.5,62.9,5.2,76.3,61.5,56.3,28.3,13.1,94.9824123,1.181567546,1.635180834,0.407437085,53.12759016,3.901815696
172.2,79653,301777,6.1,72.90151337,"(61494.5, 125635]",43.5,42.6,44.3,"Rockingham County, New Hampshire",2.51,56.8,13.5,30.9,NA,16.9,26.9,24.6,68,5.6,82.7,NA,62.1,22.3,9,95.2281894,0.748145522,1.856484485,0.490291165,57.13535713,4.370734571
177.6,58577,126825,11.8,94.61856889,"(54545.6, 61494.5]",37.2,36.1,38.3,"Strafford County, New Hampshire",2.48,46.8,6.1,23.5,NA,7.9,28,21.1,64.3,6.5,74.8,61,54.5,26.2,12.4,93.39362832,0.957907929,2.885697636,0.395935277,49.94167427,3.681800261
179.5,54208,274219,15.1,43.76064386,"(51046.4, 54545.6]",40.6,38.9,42,"Atlantic County, New Jersey",2.64,45.1,12.3,32.4,45.8,9.4,32.9,17,58,12.5,66.9,49.9,45.3,33.4,17.7,67.14492185,15.56381093,8.286488292,5.106835745,44.80543715,4.69661296
171.6,80479,450226,7.2,446.4424533,"(61494.5, 125635]",41,39.2,42.6,"Burlington County, New Jersey",2.66,50.8,11.3,34.5,41.1,13,29.5,23.3,61,8.5,81.4,65.2,58.6,25.7,10.6,72.79982954,16.12030469,4.655137208,2.602118272,53.74561974,4.910516481
182.8,61685,510923,13,972.7493184,"(61494.5, 125635]",38.3,36.6,40.1,"Camden County, New Jersey",2.71,44.7,13.1,33.2,NA,11.6,31.3,19.4,59.6,10.2,68.3,55.7,51.4,31.9,18.6,63.28325501,19.40984144,5.58595932,8.484212829,45.97396038,5.434939238
193.1,55409,94727,13,179.4630887,"(54545.6, 61494.5]",48.3,46.7,49.9,"Cape May County, New Jersey",2.3,53.4,14.3,33.2,41.9,10.7,34.1,19.5,53,10,72.1,50.9,44.8,38.2,16.8,90.84703304,4.732529617,1.151296905,1.61160691,51.14075027,5.43325019
189.6,45438,155854,19.5,128.3252275,"(45201, 48021.6]",36.9,35.6,38.8,"Cumberland County, New Jersey",2.86,39.6,17.6,40.9,NA,7.5,39.4,10.5,51,11.1,59.4,46.5,43.4,38.4,24,63.05218582,20.47441653,1.346833508,10.27796351,43.66264295,5.846434788
161.8,54603,797434,16.7,137.9424504,"(54545.6, 61494.5]",36.9,35.4,38.4,"Essex County, New Jersey",2.77,39.1,13.7,29,NA,11.1,28.7,19.8,57.7,13,59.9,50.2,46.3,31.7,21.1,41.9237275,39.89456916,4.912652585,10.20503809,39.00426129,5.084469955
152.6,57720,674836,17.7,1.481841514,"(54545.6, 61494.5]",34.7,33.8,35.6,"Hudson County, New Jersey",2.63,41.5,12.8,25,NA,19.1,26.1,23.8,62.7,9.3,56.5,48.8,44.6,29.6,21.3,55.6263856,12.74804978,14.6299759,13.56028125,38.47522277,5.344239425
145.1,103876,125488,4.7,47.81333673,"(61494.5, 125635]",45,43.5,46.1,"Hunterdon County, New Jersey",2.6,57.7,16.6,29.8,NA,15.1,22.7,29.3,64,5.9,87.5,73.3,67.5,20.5,7.1,91.06217822,2.581386139,3.628514851,1.268910891,62.07381821,4.22223833
160.3,73750,371398,11.8,96.93105509,"(61494.5, 125635]",38.4,36.9,39.9,"Mercer County, New Jersey",2.69,47.2,12.1,25,50.9,12,25.6,20.7,59.5,9.4,73.1,60.6,55.9,27.4,14.5,62.9261072,20.1471049,10.07800936,4.855326137,49.8130927,4.725836381
156.7,77330,840900,8.3,89.19015341,"(61494.5, 125635]",37.7,36.6,38.9,"Middlesex County, New Jersey",2.85,51.6,9,22.1,54.8,14.1,26.3,24.5,60.4,7.5,74.6,64.2,59.8,23,12.1,61.04600747,9.84306877,23.23810671,3.426592798,55.65982883,5.074989438
168.6,87220,628715,8.2,146.3302132,"(61494.5, 125635]",42.3,40.9,43.6,"Monmouth County, New Jersey",2.67,53.2,10.9,26.8,44.8,17.4,25.6,26.1,60.8,7.9,78.8,64.2,58.1,24.2,10.7,82.60289104,7.286251262,5.283819544,2.606228693,55.28066751,4.571872443
174.2,62937,588721,11.9,62.84810632,"(61494.5, 125635]",42.8,40.4,45.1,"Ocean County, New Jersey",2.59,53.6,13,29.3,NA,12.4,36.1,18,53.6,8.8,70.9,51.5,46.3,38.5,19,91.84420259,3.09760905,1.872996829,1.492844288,53.40548509,6.13243835
159.1,58030,510916,18.2,60.67533606,"(54545.6, 61494.5]",36.5,35.1,37.9,"Passaic County, New Jersey",3.09,44.3,13.1,32.8,NA,10.3,34.8,17.1,57.8,8.6,55.8,47.2,43.6,35.3,25,64.2678703,12.60387648,5.298143719,13.241616,48.72735839,4.533343875
194.8,56645,64180,13.1,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,"Salem County, New Jersey",2.61,48.7,15.6,36.5,NA,9.1,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,0.97972973,2.315724816,49.59953998,5.98109071
153.3,100194,333654,5,329.6828451,"(61494.5, 125635]",40.8,39.6,42,"Somerset County, New Jersey",2.81,56.6,13.5,27.4,NA,18.7,21.9,29.2,65,6,82.2,71.1,65.8,19.2,8.6,68.24146108,9.095473739,16.07119091,4.459111203,60.66311488,4.842990108
176.4,82048,143673,6.2,132.2447502,"(61494.5, 125635]",43.4,42.5,44.2,"Sussex County, New Jersey",2.67,55.9,12.2,28,NA,13,31,23.2,64,8.2,80.9,68.4,63.4,22.2,9.8,93.33721647,2.111971493,1.848831632,1.045706846,59.78569177,4.625184917
155.6,68172,555786,11.1,25.18955137,"(61494.5, 125635]",38.1,36.5,39.5,"Union County, New Jersey",2.91,46.5,15.3,29.8,NA,13,29.7,19.7,62,9.8,65.9,56.1,51.1,27.5,17.1,57.86687417,21.30720336,4.822467307,13.51850772,49.27138445,5.746896424
175.1,71294,106869,8.3,28.0717514,"(61494.5, 125635]",42.6,41.4,43.7,"Warren County, New Jersey",2.52,54.5,14.6,27,45.2,13.2,34,19.7,61.3,9,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,2.70829836,2.343647996,54.94516044,4.839230894
147.1,47192,676685,18.7,294.0807022,"(45201, 48021.6]",36.5,35.2,37.9,"Bernalillo County, New Mexico",2.52,43.7,18.9,25.7,48.3,7.2,23.8,17.9,57.5,8.4,58.5,46,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,41.35260379,5.264795797
164.7,33256,3456,22.2,0,"[22640, 34218.1]",57.1,55.5,58.7,"Catron County, New Mexico",2.44,49.4,0,24.1,NA,12,36.3,14.8,33.6,4.6,62.3,37.6,30.7,44.3,13.1,96.42757466,0.669829752,0.334914876,0.418643595,53.13626532,0.689655172
164.5,38403,65764,23.4,0,"(37413.8, 40362.7]",34.8,32.9,36.7,"Chaves County, New Mexico",2.72,48.1,23.1,28.7,NA,1.7,27,11.9,52.9,7.6,49.6,36.6,32.2,44.9,29.4,79.57636261,1.747428241,0.791660969,13.69679841,48.11288532,8.496374333
146.5,35081,27329,28.8,0,"(34218.1, 37413.8]",36.2,35.2,37.8,"Cibola County, New Mexico",2.98,38.1,27.3,34.1,NA,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,39.63436072,6.744769874
139.9,37156,12414,20.5,0,"(34218.1, 37413.8]",47.6,46.9,48.4,"Colfax County, New Mexico",2.26,48.3,25.5,31.3,NA,2.5,33.9,14.9,45.8,9.5,57.1,34.7,27.6,50,26.1,85.49665307,0.415480495,1.123336155,9.332922982,44.21204472,5.741042345
143.8,42620,50398,19.2,0,"(40362.7, 42724.4]",30.7,29.3,32.9,"Curry County, New Mexico",2.72,48.7,15.8,34.4,NA,4.3,25.2,12.6,54,9.1,56.9,41.1,27.4,38.7,24.1,69.66552468,6.350872329,1.542665901,17.74362833,48.77216166,7.197033541
243.6,33789,1828,20.6,0,"[22640, 34218.1]",47.3,51.2,45.9,"De Baca County, New Mexico",3.84,27.6,59.1,8.6,NA,0,42.9,6.8,36.9,5.2,53.4,37.3,29.2,49.3,30.4,80.04950495,0,0.148514851,15.0990099,41.92307692,0
150.8,38974,214295,27.9,111.9951469,"(37413.8, 40362.7]",32.4,31.1,34,"Doña Ana County, New Mexico",2.8,46.2,14,21.3,NA,4.8,22,16.2,54,11.5,49.6,37.3,32,43.5,29.9,89.05792123,1.73020569,1.088505957,4.908792642,48.15681763,5.880465757
170.8,57007,57578,14.1,0,"(54545.6, 61494.5]",36.5,35.3,37.7,"Eddy County, New Mexico",2.66,50.3,23.4,35.6,38.9,2.2,34,10.7,60.1,5.8,62.3,49.5,44.6,34.9,21.3,89.60119336,1.324562822,0.517603925,5.422260563,49.8110282,9.558702453
159.4,38221,28609,19.1,454.4024608,"(37413.8, 40362.7]",46.5,44.6,48.1,"Grant County, New Mexico",2.37,45.8,20.4,30.5,46.6,2.5,26.9,12.8,NA,9.7,57,NA,32,52.6,30.3,89.08959786,0.631889831,0.19574848,5.910230434,43.28457447,5.998550199
142.8,29147,4371,25.8,0,"[22640, 34218.1]",41.6,40.9,41.9,"Guadalupe County, New Mexico",3.28,33.7,16.8,37.7,NA,3.2,40.2,7.8,35,1.2,60.6,38.7,34.5,50.5,20.2,84.15819708,1.568714096,0.022094565,8.837825895,41.44295302,3.558718861
166.3,34304,4423,24.5,678.2726656,"(34218.1, 37413.8]",41.8,40.6,42.4,"Hidalgo County, New Mexico",2.47,46.1,23.7,48.5,27.2,0.7,31,9.3,50,12.2,42.7,27.4,23.4,51.9,35,91.21257807,0.258453586,0,5.104458324,44.58424508,5.485232068
166.2,58994,71180,16.6,0,"(54545.6, 61494.5]",31.8,31.5,32.2,"Lea County, New Mexico",3.08,53.3,23.4,32.1,NA,2.7,30.5,8.1,59.1,5.9,55.6,45.7,42,33.4,22.1,87.31896286,3.451261207,0.192225858,5.567213019,55.62963308,7.530333184
123.4,39995,19420,20.1,1287.332647,"(37413.8, 40362.7]",50.4,48.4,51.1,"Lincoln County, New Mexico",2.33,52.2,24.2,26,NA,9,26.6,19.5,48.3,7.3,54.5,33.4,26.7,51.7,27.8,85.7006673,0.622146405,0.18062315,8.499322663,47.57636514,8.532518066
181.8,27268,24518,30.6,0,"[22640, 34218.1]",39,38.3,39.2,"Luna County, New Mexico",2.7,47.1,21.1,44.3,NA,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,37.9,89.47517044,1.173907782,0.383234499,5.66783654,44.70367094,8.62924023
137.7,29497,76708,35.8,0,"[22640, 34218.1]",30.8,29,32.3,"McKinley County, New Mexico",3.97,33.5,25.1,35.8,NA,2.9,33.1,6.7,42.4,15.5,25,19.6,16.8,47.9,37.6,16.93289008,0.814886889,0.968945107,3.735236087,39.14033281,7.322096363
134.3,27627,4596,24.2,0,"[22640, 34218.1]",42.6,44,42.6,"Mora County, New Mexico",2.81,41.2,12.8,10.6,NA,27.4,35.6,6.8,31.9,5.4,27.8,16.8,14.3,62.7,46.6,63.64806867,0.128755365,0,35.57939914,43.34945586,1.084812623
161.1,41736,64362,20.2,15.53711818,"(40362.7, 42724.4]",35.6,33.1,37.9,"Otero County, New Mexico",2.63,49.1,16,34.1,NA,3.7,29.5,9,43.2,12.7,53.2,NA,19.5,47.2,27.5,75.95609174,3.708013105,1.345723996,8.291741939,48.6479635,8.221797323
190.6,29069,8455,23.9,0,"[22640, 34218.1]",45.7,43.7,48.2,"Quay County, New Mexico",2.59,45,34.7,36.3,NA,4.1,38.8,9.1,41.6,5,54.8,NA,29.3,51.2,25.9,89.99770062,2.207404001,0.632329271,4.265348356,42.24678817,4.063068526
163.5,36108,19120,24,0,"(34218.1, 37413.8]",29.4,28,30.8,"Roosevelt County, New Mexico",2.62,45.1,12.2,12.8,NA,4.9,25.3,12.8,53.1,9.7,54.7,41.4,32.4,40,25.2,73.5583685,2.496483826,0.562587904,19.02752662,45.45454545,4.392712551
158.2,32964,27967,25.5,0,"[22640, 34218.1]",42.5,42.1,42.9,"San Miguel County, New Mexico",2.51,33,16.8,24.6,NA,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,0.92786382,36.8285196,31.9243604,5.744748568
126.1,52628,148686,14.2,60.53024495,"(51046.4, 54545.6]",44.4,42.7,46.2,"Santa Fe County, New Mexico",2.35,47.6,25.2,25.9,NA,6.9,21.4,20.4,NA,7.9,60.1,45.1,36.3,35.9,19.7,83.24428311,0.781058814,1.213394241,8.915218751,43.68165547,4.017424976
190.3,29036,11282,23.8,0,"[22640, 34218.1]",55.6,54.7,56.5,"Sierra County, New Mexico",2.25,47.9,17.1,51.8,NA,3.3,33.7,12.3,39.8,6.8,50.8,NA,22.5,57.6,27.8,91.39044339,0.4563065,0.241067585,3.409384417,44.70658208,8.198614319
167.8,32285,17256,31,0,"[22640, 34218.1]",36.8,33.9,42.8,"Socorro County, New Mexico",3.43,28.5,21.6,31.9,39,7.5,33.4,10.6,41.9,7.3,50.5,NA,31.9,47.1,29,80.99348348,0.74882817,0.69738196,5.744826798,36.04204568,2.688172043
135.2,36125,32907,19.2,0,"(34218.1, 37413.8]",46.8,46.1,48.5,"Taos County, New Mexico",2.44,42.4,23.4,36.4,34.5,5.8,25.4,16.9,52.8,10.7,47.3,32,23.8,50.3,29.3,70.61894788,0.531220593,0.807455302,18.37112588,41.50030248,4.706601467
164.3,37311,15485,27.6,64.57862448,"(34218.1, 37413.8]",43.3,43.1,43.5,"Torrance County, New Mexico",2.81,49.1,32,30.9,NA,2.3,34.2,10.4,41.6,11.2,42,30.1,24.8,52.1,36.8,89.53510377,1.26789882,0.025231817,2.889043083,50.52141527,2.98792117
151.6,36684,4201,19.4,0,"(34218.1, 37413.8]",40.3,38.2,45.2,"Union County, New Mexico",2.39,44.5,15.4,23.7,NA,12,35.3,11,46.5,2.1,48.2,34.2,28.7,44.4,28.1,79.09656603,2.834754552,0.207421065,14.01244526,47.01731879,3.536585366
177.2,42655,47462,18.3,0,"(40362.7, 42724.4]",38.3,36.8,39.7,"Allegany County, New York",2.36,47.6,7.2,21.4,NA,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,95.65633451,1.408362804,1.196172249,0.4784689,49.29176921,4.844731809
162,33687,1455444,31.5,241.1635212,"[22640, 34218.1]",33.2,30.9,35.2,"Bronx County, New York",2.86,31,24.2,26.4,NA,6.8,27.3,12.3,51.2,14,43.1,32.5,29.5,52,38.2,20.9939812,33.28145555,3.672541248,37.85902264,27.30922949,5.67890152
167.9,43892,77922,16.2,0,"(42724.4, 45201]",41.4,40.6,42.1,"Cattaraugus County, New York",2.41,48.7,18.3,32.9,NA,5.5,40.9,10.3,54.3,8.2,67.3,NA,44,39.8,18.7,92.23297282,1.579240647,0.832045794,0.441984752,46.90374585,4.82052462
173.2,41757,130779,19.3,267.6270655,"(40362.7, 42724.4]",41.7,40.2,43.1,"Chautauqua County, New York",2.36,47,13.8,25,NA,6.5,35.5,11.3,53.6,7.8,66.5,NA,45,41,22.4,93.04615292,2.517226302,0.677743769,1.522850293,45.57763418,6.073151538
183.8,48880,87071,18.2,195.2429626,"(48021.6, 51046.4]",40.9,39.6,42.3,"Chemung County, New York",2.35,48.3,14.1,33.7,NA,8.1,35.6,12.8,53.8,5.4,68.8,52.7,49.9,39,21.4,88.45548166,5.901412759,1.516988229,0.311554715,45.98629397,5.089635277
180.3,46387,48844,16.7,0,"(45201, 48021.6]",43.8,42.6,45,"Chenango County, New York",0.0249,50.2,16.6,36.4,41.2,5.8,39.2,9.5,53.6,7.1,66,48.8,44.9,40.7,20.8,96.24210378,0.849663969,0.534824114,0.478314396,49.42212718,5.052412881
194.2,34842,51881,20.5,19.27487905,"(34218.1, 37413.8]",46,43.6,47.5,"Henry County, Virginia",2.32,52,12.8,40.7,NA,5.1,34.1,7.3,49.9,10,59.8,NA,33.9,42.9,22.2,73.33586915,22.28033473,0.521110688,2.232788132,47.92326567,6.007452513
111.3,38636,2214,14.6,0,"(37413.8, 40362.7]",59,60.2,58.2,"Highland County, Virginia",2.1,63.1,16.1,33.9,NA,16.9,38.6,14.6,51.3,1.1,69.4,34,27.4,39.3,9.7,99.50980392,0,0,0,53.59477124,10.79136691
200.6,64350,36314,10.2,0,"(61494.5, 125635]",44.5,43.4,46,"Isle of Wight County, Virginia",2.57,58.1,14.1,36.2,NA,7.5,27.7,17.3,59.4,8.3,76.5,57.5,48,29.2,12.6,71.82148853,22.77560157,0.948517068,1.175153889,59.93899339,3.667228197
180.3,46331,7158,14.8,0,"(45201, 48021.6]",45.9,42.8,48.4,"King and Queen County, Virginia",2.46,53.7,20.9,41,NA,2,41.1,12.5,57,5.5,65.7,50.8,44.5,31.9,16.7,68.81508584,26.54095131,0.182943991,0.197016606,49.61990325,9.290030211
195.7,76206,25515,7.5,0,"(61494.5, 125635]",36.6,36.3,37.3,"King George County, Virginia",2.96,56.6,11.3,43.6,NA,12.4,30.3,19,63.6,7.4,83.5,67,55.6,20.9,7.9,76.6373882,17.95211166,1.287450367,0.481289857,61.9525003,6.194544857
187.4,64305,16269,8.8,0,"(61494.5, 125635]",40.7,40,41.5,"King William County, Virginia",2.66,58.5,5.7,36.6,NA,9.3,39.4,12.5,63,5.4,75.6,62.7,55.5,25.5,13.5,76.52357582,19.54401441,0.869727278,0.21743182,60.48707753,6.631716907
224.2,31429,24742,26.6,0,"[22640, 34218.1]",42.8,40.3,46.2,"Lee County, Virginia",2.52,49.8,21.4,22.9,NA,6.5,33.6,7.6,37.9,12,52.5,35.4,30.3,48.8,26.3,93.93398397,3.824486233,0.261842418,0.535586765,51.50873478,6.208251473
136.5,122641,375629,3.9,449.9120142,"(61494.5, 125635]",35.3,34.9,35.6,"Loudoun County, Virginia",3.08,61.2,16.6,26.5,NA,17.1,13.8,34.8,72.6,4,86.9,77.1,68.9,11.8,4.6,67.77024968,7.432026406,16.20002905,3.625732993,65.51325905,6.198748382
191,60121,34602,11.5,0,"(54545.6, 61494.5]",43.7,42.8,44.4,"Louisa County, Virginia",2.64,55.1,14.8,50.4,32.1,2.7,37,13,58.3,8.1,67.4,51.9,46.1,30.2,14.3,78.38815983,16.67451303,0.517860295,1.894897899,58.25863279,5.015546843
189.8,37548,12299,22.4,0,"(37413.8, 40362.7]",44.7,43.2,46.6,"Lunenburg County, Virginia",2.48,45.7,21.3,31.4,NA,7.7,34.9,8.1,43.8,7.3,58.5,40.5,34.4,41.3,22.6,61.81716834,34.03408186,0.286669852,1.727982163,47.05491585,7.48049564
169.8,52513,13134,12.3,0,"(51046.4, 54545.6]",44.6,44.3,45.2,"Madison County, Virginia",2.58,52.2,19.5,31.6,NA,10.2,36.4,14.4,55.9,6.6,65.3,49.6,42.3,33.5,16.8,85.78382901,8.252833346,0,1.026850232,53.72776334,6.25698324
157.1,58268,8862,10.6,225.6826901,"(54545.6, 61494.5]",51.1,50.8,51.3,"Mathews County, Virginia",2.3,63.6,15.8,52.6,NA,14.2,33.3,16.2,51.1,3.3,80.6,57.4,49.9,33.6,10.6,86.32882883,10.25900901,0.484234234,0.416666667,60.61481871,1.906898486
213.7,38500,31081,21.1,289.5659728,"(37413.8, 40362.7]",47.2,45.2,49.3,"Mecklenburg County, Virginia",2.41,44.4,18.7,42.3,NA,3.4,32.5,9.8,47.6,6.9,61.7,42.9,34.8,41.1,20.2,60.57360165,35.09111076,0.440500713,1.673268896,43.75901298,4.664723032
206.9,48921,10606,14.4,94.28625306,"(48021.6, 51046.4]",52.7,51,53.7,"Middlesex County, Virginia",2.38,54.4,4.4,27.8,NA,2.7,32.5,15.3,47.5,6.3,77.6,50.6,39.9,39.2,12.3,79.43454325,19.2964449,0,0.279929085,53.80009212,2.71468144
153.3,43484,97653,24.8,256.00852,"(42724.4, 45201]",27.5,26.2,29.6,"Montgomery County, Virginia",2.48,39.1,2.7,11.3,72.3,13.7,21.8,23.2,55,5.6,82.4,70.1,58.2,19.9,8.7,86.72084754,4.348637358,6.119191019,0.910155805,43.44441603,3.135414054
194.3,48076,14785,13.4,0,"(48021.6, 51046.4]",48.4,45.7,49.4,"Nelson County, Virginia",2.33,50,12.9,48.5,29.8,8.9,33.6,14.4,54.4,5.7,69.1,49.5,40.9,36,15.2,83.89419841,13.44057074,0.249024095,1.346076188,44.34453384,5.74048913
201.4,72406,20392,6.2,0,"(61494.5, 125635]",43.1,41.9,44.5,"New Kent County, Virginia",2.61,60.6,13.9,41.3,36.8,8,33,16.7,62.8,6.1,83.8,69,59.5,21.7,8.7,81.64110429,12.25460123,0.77198364,0.552147239,63.5566516,2.628490965
227.1,36822,12155,21.5,0,"(34218.1, 37413.8]",48.3,45.2,50.5,"Northampton County, Virginia",2.26,46.4,17.8,39.8,35.9,6.4,34.2,14,48.1,9.5,56.8,36.9,29.8,41.3,20.6,61.59717663,36.44123441,0.796126067,0.500656599,41.0632622,6.455750321
177.3,59282,35385,10.7,0,"(54545.6, 61494.5]",42.6,41,44,"Orange County, Virginia",2.66,54.7,10.7,47.3,37.5,4.5,34.7,15.2,53.8,7.9,69.9,51.4,45.9,33.9,15.7,82.58469187,12.74135738,0.994334605,1.008787143,56.73692428,2.100668394
178.3,34885,18045,21.9,0,"(34218.1, 37413.8]",48,46.1,50,"Patrick County, Virginia",2.31,53.5,10.5,36.3,NA,6.9,36,8,45,8.3,57.4,39.5,32.2,43.9,22.3,92.20324135,6.395094174,0.076653526,0.251861586,51.42490372,2.944539737
175.1,75539,28031,7.1,0,"(61494.5, 125635]",43.7,42.4,44.9,"Powhatan County, Virginia",2.63,57.5,26.2,46.2,NA,2.7,28.6,19.3,56.6,4.9,83.7,65.2,57.4,22.7,7.2,85.04271989,12.25936824,0.542418549,0.251710568,65.72456321,5.615292712
188.8,37543,22952,25.5,0,"(37413.8, 40362.7]",32.1,29,34.5,"Prince Edward County, Virginia",2.49,36.1,6.4,21.7,NA,4.3,34.6,12.4,44.4,7,69.6,NA,42.4,30.4,16,64.08218226,32.91199722,1.429067848,0.421336113,44.6214064,7.608005083
172.1,61792,37862,10.5,0,"(61494.5, 125635]",37.1,36,38.3,"Prince George County, Virginia",3.03,49.7,12.5,36.2,NA,5,33.4,14,47.4,10.6,80.5,62.4,44.9,25.2,9,59.75922953,32.070626,2.09470305,2.070626003,61.87173482,4.855936413
150.1,91886,451721,7.2,19.92380252,"(61494.5, 125635]",34,33.3,34.7,"Prince William County, Virginia",3.17,55,13.1,33.9,NA,10,21.7,23.2,68.5,5.4,78,65.7,54.5,17.1,8.6,61.4488498,20.4657981,7.773897652,4.59188924,60.21316724,6.857756326
